ZIP Code,County,SCAN Affirm,SCAN Inspired,SAN Allied,SCAN Strive ,SCAN Balance 
91313,Los Angeles,Yes,Yes,Yes,Yes,Yes
91316,Los Angeles,Yes,Yes,Yes,Yes,Yes
91321,Los Angeles,Yes,Yes,Yes,Yes,Yes
91322,Los Angeles,Yes,Yes,Yes,Yes,Yes
91324,Los Angeles,Yes,Yes,Yes,Yes,Yes
91325,Los Angeles,Yes,Yes,Yes,Yes,Yes
91326,Los Angeles,Yes,Yes,Yes,Yes,Yes
91327,Los Angeles,Yes,Yes,Yes,Yes,Yes
91328,Los Angeles,Yes,Yes,Yes,Yes,Yes
91329,Los Angeles,Yes,Yes,Yes,Yes,Yes
91330,Los Angeles,Yes,Yes,Yes,Yes,Yes
91331,Los Angeles,Yes,Yes,Yes,Yes,Yes
91333,Los Angeles,Yes,Yes,Yes,Yes,Yes
91334,Los Angeles,Yes,Yes,Yes,Yes,Yes
91335,Los Angeles,Yes,Yes,Yes,Yes,Yes
91337,Los Angeles,Yes,Yes,Yes,Yes,Yes
91340,Los Angeles,Yes,Yes,Yes,Yes,Yes
91341,Los Angeles,Yes,Yes,Yes,Yes,Yes
91342,Los Angeles,Yes,Yes,Yes,Yes,Yes
91343,Los Angeles,Yes,Yes,Yes,Yes,Yes
91344,Los Angeles,Yes,Yes,Yes,Yes,Yes
91345,Los Angeles,Yes,Yes,Yes,Yes,Yes
91346,Los Angeles,Yes,Yes,Yes,Yes,Yes
91350,Los Angeles,Yes,Yes,Yes,Yes,Yes
91351,Los Angeles,Yes,Yes,Yes,Yes,Yes
91352,Los Angeles,Yes,Yes,Yes,Yes,Yes
91353,Los Angeles,Yes,Yes,Yes,Yes,Yes
91354,Los Angeles,Yes,Yes,Yes,Yes,Yes
91355,Los Angeles,Yes,Yes,Yes,Yes,Yes
91356,Los Angeles,Yes,Yes,Yes,Yes,Yes
91357,Los Angeles,Yes,Yes,Yes,Yes,Yes
91359,Los Angeles,Yes,Yes,Yes,Yes,Yes
91363,Los Angeles,Yes,Yes,Yes,Yes,Yes
91364,Los Angeles,Yes,Yes,Yes,Yes,Yes
91365,Los Angeles,Yes,Yes,Yes,Yes,Yes
91367,Los Angeles,Yes,Yes,Yes,Yes,Yes
91371,Los Angeles,Yes,Yes,Yes,Yes,Yes
91372,Los Angeles,Yes,Yes,Yes,Yes,Yes
91376,Los Angeles,Yes,Yes,Yes,Yes,Yes
91380,Los Angeles,Yes,Yes,Yes,Yes,Yes
91381,Los Angeles,Yes,Yes,Yes,Yes,Yes
91382,Los Angeles,Yes,Yes,Yes,Yes,Yes
91383,Los Angeles,Yes,Yes,Yes,Yes,Yes
91384,Los Angeles,Yes,Yes,Yes,Yes,Yes
91385,Los Angeles,Yes,Yes,Yes,Yes,Yes
91386,Los Angeles,Yes,Yes,Yes,Yes,Yes
91387,Los Angeles,Yes,Yes,Yes,Yes,Yes
91388,Los Angeles,Yes,Yes,Yes,Yes,Yes
91390,Los Angeles,Yes,Yes,Yes,Yes,Yes
91392,Los Angeles,Yes,Yes,Yes,Yes,Yes
91393,Los Angeles,Yes,Yes,Yes,Yes,Yes
91394,Los Angeles,Yes,Yes,Yes,Yes,Yes
91395,Los Angeles,Yes,Yes,Yes,Yes,Yes
91396,Los Angeles,Yes,Yes,Yes,Yes,Yes
91399,Los Angeles,Yes,Yes,Yes,Yes,Yes
91401,Los Angeles,Yes,Yes,Yes,Yes,Yes
91402,Los Angeles,Yes,Yes,Yes,Yes,Yes
91403,Los Angeles,Yes,Yes,Yes,Yes,Yes
91404,Los Angeles,Yes,Yes,Yes,Yes,Yes
91405,Los Angeles,Yes,Yes,Yes,Yes,Yes
91406,Los Angeles,Yes,Yes,Yes,Yes,Yes
91407,Los Angeles,Yes,Yes,Yes,Yes,Yes
91408,Los Angeles,Yes,Yes,Yes,Yes,Yes
91409,Los Angeles,Yes,Yes,Yes,Yes,Yes
91410,Los Angeles,Yes,Yes,Yes,Yes,Yes
91411,Los Angeles,Yes,Yes,Yes,Yes,Yes
91412,Los Angeles,Yes,Yes,Yes,Yes,Yes
91413,Los Angeles,Yes,Yes,Yes,Yes,Yes
91416,Los Angeles,Yes,Yes,Yes,Yes,Yes
91423,Los Angeles,Yes,Yes,Yes,Yes,Yes
91426,Los Angeles,Yes,Yes,Yes,Yes,Yes
91436,Los Angeles,Yes,Yes,Yes,Yes,Yes
91470,Los Angeles,Yes,Yes,Yes,Yes,Yes
91482,Los Angeles,Yes,Yes,Yes,Yes,Yes
91495,Los Angeles,Yes,Yes,Yes,Yes,Yes
91496,Los Angeles,Yes,Yes,Yes,Yes,Yes
91497,Los Angeles,Yes,Yes,Yes,Yes,Yes
91499,Los Angeles,Yes,Yes,Yes,Yes,Yes
91501,Los Angeles,Yes,Yes,Yes,Yes,Yes
91502,Los Angeles,Yes,Yes,Yes,Yes,Yes
91503,Los Angeles,Yes,Yes,Yes,Yes,Yes
91504,Los Angeles,Yes,Yes,Yes,Yes,Yes
91505,Los Angeles,Yes,Yes,Yes,Yes,Yes
91506,Los Angeles,Yes,Yes,Yes,Yes,Yes
91507,Los Angeles,Yes,Yes,Yes,Yes,Yes
91508,Los Angeles,Yes,Yes,Yes,Yes,Yes
91510,Los Angeles,Yes,Yes,Yes,Yes,Yes
91521,Los Angeles,Yes,Yes,Yes,Yes,Yes
91522,Los Angeles,Yes,Yes,Yes,Yes,Yes
91523,Los Angeles,Yes,Yes,Yes,Yes,Yes
91526,Los Angeles,Yes,Yes,Yes,Yes,Yes
91601,Los Angeles,Yes,Yes,Yes,Yes,Yes
91602,Los Angeles,Yes,Yes,Yes,Yes,Yes
91603,Los Angeles,Yes,Yes,Yes,Yes,Yes
91604,Los Angeles,Yes,Yes,Yes,Yes,Yes
91605,Los Angeles,Yes,Yes,Yes,Yes,Yes
91606,Los Angeles,Yes,Yes,Yes,Yes,Yes
91607,Los Angeles,Yes,Yes,Yes,Yes,Yes
91608,Los Angeles,Yes,Yes,Yes,Yes,Yes
91609,Los Angeles,Yes,Yes,Yes,Yes,Yes
91610,Los Angeles,Yes,Yes,Yes,Yes,Yes
91611,Los Angeles,Yes,Yes,Yes,Yes,Yes
91612,Los Angeles,Yes,Yes,Yes,Yes,Yes
91614,Los Angeles,Yes,Yes,Yes,Yes,Yes
91615,Los Angeles,Yes,Yes,Yes,Yes,Yes
91616,Los Angeles,Yes,Yes,Yes,Yes,Yes
91617,Los Angeles,Yes,Yes,Yes,Yes,Yes
91618,Los Angeles,Yes,Yes,Yes,Yes,Yes
91702,Los Angeles,Yes,Yes,Yes,Yes,Yes
91706,Los Angeles,Yes,Yes,Yes,Yes,Yes
91711,Los Angeles,Yes,Yes,Yes,Yes,Yes
91714,Los Angeles,Yes,Yes,Yes,Yes,Yes
91715,Los Angeles,Yes,Yes,Yes,Yes,Yes
91716,Los Angeles,Yes,Yes,Yes,Yes,Yes
91722,Los Angeles,Yes,Yes,Yes,Yes,Yes
91723,Los Angeles,Yes,Yes,Yes,Yes,Yes
91724,Los Angeles,Yes,Yes,Yes,Yes,Yes
91731,Los Angeles,Yes,Yes,Yes,Yes,Yes
91732,Los Angeles,Yes,Yes,Yes,Yes,Yes
91733,Los Angeles,Yes,Yes,Yes,Yes,Yes
91734,Los Angeles,Yes,Yes,Yes,Yes,Yes
91735,Los Angeles,Yes,Yes,Yes,Yes,Yes
91740,Los Angeles,Yes,Yes,Yes,Yes,Yes
91741,Los Angeles,Yes,Yes,Yes,Yes,Yes
91744,Los Angeles,Yes,Yes,Yes,Yes,Yes
91745,Los Angeles,Yes,Yes,Yes,Yes,Yes
91746,Los Angeles,Yes,Yes,Yes,Yes,Yes
91747,Los Angeles,Yes,Yes,Yes,Yes,Yes
91748,Los Angeles,Yes,Yes,Yes,Yes,Yes
91749,Los Angeles,Yes,Yes,Yes,Yes,Yes
91750,Los Angeles,Yes,Yes,Yes,Yes,Yes
91754,Los Angeles,Yes,Yes,Yes,Yes,Yes
91755,Los Angeles,Yes,Yes,Yes,Yes,Yes
91756,Los Angeles,Yes,Yes,Yes,Yes,Yes
91765,Los Angeles,Yes,Yes,Yes,Yes,Yes
91766,Los Angeles,Yes,Yes,Yes,Yes,Yes
91767,Los Angeles,Yes,Yes,Yes,Yes,Yes
91768,Los Angeles,Yes,Yes,Yes,Yes,Yes
91769,Los Angeles,Yes,Yes,Yes,Yes,Yes
91770,Los Angeles,Yes,Yes,Yes,Yes,Yes
91771,Los Angeles,Yes,Yes,Yes,Yes,Yes
91772,Los Angeles,Yes,Yes,Yes,Yes,Yes
91773,Los Angeles,Yes,Yes,Yes,Yes,Yes
91775,Los Angeles,Yes,Yes,Yes,Yes,Yes
91776,Los Angeles,Yes,Yes,Yes,Yes,Yes
91778,Los Angeles,Yes,Yes,Yes,Yes,Yes
91780,Los Angeles,Yes,Yes,Yes,Yes,Yes
91788,Los Angeles,Yes,Yes,Yes,Yes,Yes
91789,Los Angeles,Yes,Yes,Yes,Yes,Yes
91790,Los Angeles,Yes,Yes,Yes,Yes,Yes
91791,Los Angeles,Yes,Yes,Yes,Yes,Yes
91792,Los Angeles,Yes,Yes,Yes,Yes,Yes
91793,Los Angeles,Yes,Yes,Yes,Yes,Yes
91795,Los Angeles,Yes,Yes,Yes,Yes,Yes
91797,Los Angeles,Yes,Yes,Yes,Yes,Yes
91799,Los Angeles,Yes,Yes,Yes,Yes,Yes
91801,Los Angeles,Yes,Yes,Yes,Yes,Yes
91802,Los Angeles,Yes,Yes,Yes,Yes,Yes
91803,Los Angeles,Yes,Yes,Yes,Yes,Yes
91804,Los Angeles,Yes,Yes,Yes,Yes,Yes
91841,Los Angeles,Yes,Yes,Yes,Yes,Yes
91896,Los Angeles,Yes,Yes,Yes,Yes,Yes
91899,Los Angeles,Yes,Yes,Yes,Yes,Yes
93510,Los Angeles,Yes,Yes,Yes,Yes,Yes
93532,Los Angeles,Yes,Yes,Yes,Yes,Yes
93534,Los Angeles,Yes,Yes,Yes,Yes,Yes
93535,Los Angeles,Yes,Yes,Yes,Yes,Yes
93536,Los Angeles,Yes,Yes,Yes,Yes,Yes
93539,Los Angeles,Yes,Yes,Yes,Yes,Yes
93543,Los Angeles,Yes,Yes,Yes,Yes,Yes
93544,Los Angeles,Yes,Yes,Yes,Yes,Yes
93550,Los Angeles,Yes,Yes,Yes,Yes,Yes
93551,Los Angeles,Yes,Yes,Yes,Yes,Yes
93552,Los Angeles,Yes,Yes,Yes,Yes,Yes
93553,Los Angeles,Yes,Yes,Yes,Yes,Yes
93563,Los Angeles,Yes,Yes,Yes,Yes,Yes
93584,Los Angeles,Yes,Yes,Yes,Yes,Yes
93586,Los Angeles,Yes,Yes,Yes,Yes,Yes
93590,Los Angeles,Yes,Yes,Yes,Yes,Yes
93591,Los Angeles,Yes,Yes,Yes,Yes,Yes
93599,Los Angeles,Yes,Yes,Yes,Yes,Yes
94101,San Francisco,Yes,No,Yes,Yes,Yes
94102,San Francisco,Yes,No,Yes,Yes,Yes
94103,San Francisco,Yes,No,Yes,Yes,Yes
94104,San Francisco,Yes,No,Yes,Yes,Yes
94105,San Francisco,Yes,No,Yes,Yes,Yes
94106,San Francisco,Yes,No,Yes,Yes,Yes
94107,San Francisco,Yes,No,Yes,Yes,Yes
94108,San Francisco,Yes,No,Yes,Yes,Yes
94109,San Francisco,Yes,No,Yes,Yes,Yes
94110,San Francisco,Yes,No,Yes,Yes,Yes
94111,San Francisco,Yes,No,Yes,Yes,Yes
94112,San Francisco,Yes,No,Yes,Yes,Yes
94114,San Francisco,Yes,No,Yes,Yes,Yes
94115,San Francisco,Yes,No,Yes,Yes,Yes
94116,San Francisco,Yes,No,Yes,Yes,Yes
94117,San Francisco,Yes,No,Yes,Yes,Yes
94118,San Francisco,Yes,No,Yes,Yes,Yes
94119,San Francisco,Yes,No,Yes,Yes,Yes
94120,San Francisco,Yes,No,Yes,Yes,Yes
94121,San Francisco,Yes,No,Yes,Yes,Yes
94122,San Francisco,Yes,No,Yes,Yes,Yes
94123,San Francisco,Yes,No,Yes,Yes,Yes
94124,San Francisco,Yes,No,Yes,Yes,Yes
94125,San Francisco,Yes,No,Yes,Yes,Yes
94126,San Francisco,Yes,No,Yes,Yes,Yes
94127,San Francisco,Yes,No,Yes,Yes,Yes
94129,San Francisco,Yes,No,Yes,Yes,Yes
94130,San Francisco,Yes,No,Yes,Yes,Yes
94131,San Francisco,Yes,No,Yes,Yes,Yes
94132,San Francisco,Yes,No,Yes,Yes,Yes
94133,San Francisco,Yes,No,Yes,Yes,Yes
94134,San Francisco,Yes,No,Yes,Yes,Yes
94135,San Francisco,Yes,No,Yes,Yes,Yes
94136,San Francisco,Yes,No,Yes,Yes,Yes
94137,San Francisco,Yes,No,Yes,Yes,Yes
94138,San Francisco,Yes,No,Yes,Yes,Yes
94139,San Francisco,Yes,No,Yes,Yes,Yes
94140,San Francisco,Yes,No,Yes,Yes,Yes
94141,San Francisco,Yes,No,Yes,Yes,Yes
94142,San Francisco,Yes,No,Yes,Yes,Yes
94143,San Francisco,Yes,No,Yes,Yes,Yes
94144,San Francisco,Yes,No,Yes,Yes,Yes
94145,San Francisco,Yes,No,Yes,Yes,Yes
94146,San Francisco,Yes,No,Yes,Yes,Yes
94147,San Francisco,Yes,No,Yes,Yes,Yes
94150,San Francisco,Yes,No,Yes,Yes,Yes
94151,San Francisco,Yes,No,Yes,Yes,Yes
94152,San Francisco,Yes,No,Yes,Yes,Yes
94153,San Francisco,Yes,No,Yes,Yes,Yes
94154,San Francisco,Yes,No,Yes,Yes,Yes
94155,San Francisco,Yes,No,Yes,Yes,Yes
94156,San Francisco,Yes,No,Yes,Yes,Yes
94158,San Francisco,Yes,No,Yes,Yes,Yes
94159,San Francisco,Yes,No,Yes,Yes,Yes
94160,San Francisco,Yes,No,Yes,Yes,Yes
94161,San Francisco,Yes,No,Yes,Yes,Yes
94162,San Francisco,Yes,No,Yes,Yes,Yes
94163,San Francisco,Yes,No,Yes,Yes,Yes
94164,San Francisco,Yes,No,Yes,Yes,Yes
94171,San Francisco,Yes,No,Yes,Yes,Yes
94172,San Francisco,Yes,No,Yes,Yes,Yes
94175,San Francisco,Yes,No,Yes,Yes,Yes
94177,San Francisco,Yes,No,Yes,Yes,Yes
94188,San Francisco,Yes,No,Yes,Yes,Yes
94199,San Francisco,Yes,No,Yes,Yes,Yes
93210,Frenso,No,No,No,Yes,Yes
93234,Frenso,No,No,No,Yes,Yes
93242,Frenso,No,No,No,Yes,Yes
93602,Frenso,No,No,No,Yes,Yes
93605,Frenso,No,No,No,Yes,Yes
93606,Frenso,No,No,No,Yes,Yes
93607,Frenso,No,No,No,Yes,Yes
93608,Frenso,No,No,No,Yes,Yes
93609,Frenso,No,No,No,Yes,Yes
93611,Frenso,No,No,No,Yes,Yes
93612,Frenso,No,No,No,Yes,Yes
93613,Frenso,No,No,No,Yes,Yes
93616,Frenso,No,No,No,Yes,Yes
93619,Frenso,No,No,No,Yes,Yes
93621,Frenso,No,No,No,Yes,Yes
93622,Frenso,No,No,No,Yes,Yes
93624,Frenso,No,No,No,Yes,Yes
93625,Frenso,No,No,No,Yes,Yes
93626,Frenso,No,No,No,Yes,Yes
93627,Frenso,No,No,No,Yes,Yes
93628,Frenso,No,No,No,Yes,Yes
93630,Frenso,No,No,No,Yes,Yes
93631,Frenso,No,No,No,Yes,Yes
93634,Frenso,No,No,No,Yes,Yes
93640,Frenso,No,No,No,Yes,Yes
93641,Frenso,No,No,No,Yes,Yes
93642,Frenso,No,No,No,Yes,Yes
93646,Frenso,No,No,No,Yes,Yes
93648,Frenso,No,No,No,Yes,Yes
93649,Frenso,No,No,No,Yes,Yes
93650,Frenso,No,No,No,Yes,Yes
93651,Frenso,No,No,No,Yes,Yes
93652,Frenso,No,No,No,Yes,Yes
93654,Frenso,No,No,No,Yes,Yes
93656,Frenso,No,No,No,Yes,Yes
93657,Frenso,No,No,No,Yes,Yes
93660,Frenso,No,No,No,Yes,Yes
93662,Frenso,No,No,No,Yes,Yes
93664,Frenso,No,No,No,Yes,Yes
93667,Frenso,No,No,No,Yes,Yes
93668,Frenso,No,No,No,Yes,Yes
93675,Frenso,No,No,No,Yes,Yes
93701,Frenso,No,No,No,Yes,Yes
93702,Frenso,No,No,No,Yes,Yes
93703,Frenso,No,No,No,Yes,Yes
93704,Frenso,No,No,No,Yes,Yes
93705,Frenso,No,No,No,Yes,Yes
93706,Frenso,No,No,No,Yes,Yes
93707,Frenso,No,No,No,Yes,Yes
93708,Frenso,No,No,No,Yes,Yes
93709,Frenso,No,No,No,Yes,Yes
93710,Frenso,No,No,No,Yes,Yes
93711,Frenso,No,No,No,Yes,Yes
93712,Frenso,No,No,No,Yes,Yes
93714,Frenso,No,No,No,Yes,Yes
93715,Frenso,No,No,No,Yes,Yes
93716,Frenso,No,No,No,Yes,Yes
93717,Frenso,No,No,No,Yes,Yes
93718,Frenso,No,No,No,Yes,Yes
93720,Frenso,No,No,No,Yes,Yes
93721,Frenso,No,No,No,Yes,Yes
93722,Frenso,No,No,No,Yes,Yes
93723,Frenso,No,No,No,Yes,Yes
93724,Frenso,No,No,No,Yes,Yes
93725,Frenso,No,No,No,Yes,Yes
93726,Frenso,No,No,No,Yes,Yes
93727,Frenso,No,No,No,Yes,Yes
93728,Frenso,No,No,No,Yes,Yes
93729,Frenso,No,No,No,Yes,Yes
93730,Frenso,No,No,No,Yes,Yes
93737,Frenso,No,No,No,Yes,Yes
93740,Frenso,No,No,No,Yes,Yes
93741,Frenso,No,No,No,Yes,Yes
91752,Riverside,No,No,Yes,Yes,Yes
92201,Riverside,No,No,Yes,Yes,Yes
92202,Riverside,No,No,Yes,Yes,Yes
92203,Riverside,No,No,Yes,Yes,Yes
92210,Riverside,No,No,Yes,Yes,Yes
92211,Riverside,No,No,Yes,Yes,Yes
92220,Riverside,No,No,Yes,Yes,Yes
92223,Riverside,No,No,Yes,Yes,Yes
92225,Riverside,No,No,Yes,Yes,Yes
92226,Riverside,No,No,Yes,Yes,Yes
92230,Riverside,No,No,Yes,Yes,Yes
92234,Riverside,No,No,Yes,Yes,Yes
92235,Riverside,No,No,Yes,Yes,Yes
92236,Riverside,No,No,Yes,Yes,Yes
92239,Riverside,No,No,Yes,Yes,Yes
92240,Riverside,No,No,Yes,Yes,Yes
92241,Riverside,No,No,Yes,Yes,Yes
92247,Riverside,No,No,Yes,Yes,Yes
92248,Riverside,No,No,Yes,Yes,Yes
92253,Riverside,No,No,Yes,Yes,Yes
92254,Riverside,No,No,Yes,Yes,Yes
92255,Riverside,No,No,Yes,Yes,Yes
92258,Riverside,No,No,Yes,Yes,Yes
92260,Riverside,No,No,Yes,Yes,Yes
92261,Riverside,No,No,Yes,Yes,Yes
92262,Riverside,No,No,Yes,Yes,Yes
92263,Riverside,No,No,Yes,Yes,Yes
92264,Riverside,No,No,Yes,Yes,Yes
92270,Riverside,No,No,Yes,Yes,Yes
92274,Riverside,No,No,Yes,Yes,Yes
92276,Riverside,No,No,Yes,Yes,Yes
92282,Riverside,No,No,Yes,Yes,Yes
92292,Riverside,No,No,Yes,Yes,Yes
92320,Riverside,No,No,Yes,Yes,Yes
92501,Riverside,No,No,Yes,Yes,Yes
92502,Riverside,No,No,Yes,Yes,Yes
92503,Riverside,No,No,Yes,Yes,Yes
92504,Riverside,No,No,Yes,Yes,Yes
92505,Riverside,No,No,Yes,Yes,Yes
92506,Riverside,No,No,Yes,Yes,Yes
92507,Riverside,No,No,Yes,Yes,Yes
92508,Riverside,No,No,Yes,Yes,Yes
92509,Riverside,No,No,Yes,Yes,Yes
92513,Riverside,No,No,Yes,Yes,Yes
92514,Riverside,No,No,Yes,Yes,Yes
92515,Riverside,No,No,Yes,Yes,Yes
92516,Riverside,No,No,Yes,Yes,Yes
92517,Riverside,No,No,Yes,Yes,Yes
92518,Riverside,No,No,Yes,Yes,Yes
92519,Riverside,No,No,Yes,Yes,Yes
92521,Riverside,No,No,Yes,Yes,Yes
92522,Riverside,No,No,Yes,Yes,Yes
92530,Riverside,No,No,Yes,Yes,Yes
92531,Riverside,No,No,Yes,Yes,Yes
92532,Riverside,No,No,Yes,Yes,Yes
92536,Riverside,No,No,Yes,Yes,Yes
92539,Riverside,No,No,Yes,Yes,Yes
92543,Riverside,No,No,Yes,Yes,Yes
92544,Riverside,No,No,Yes,Yes,Yes
92545,Riverside,No,No,Yes,Yes,Yes
92546,Riverside,No,No,Yes,Yes,Yes
92548,Riverside,No,No,Yes,Yes,Yes
92549,Riverside,No,No,Yes,Yes,Yes
92551,Riverside,No,No,Yes,Yes,Yes
92552,Riverside,No,No,Yes,Yes,Yes
92553,Riverside,No,No,Yes,Yes,Yes
92554,Riverside,No,No,Yes,Yes,Yes
92555,Riverside,No,No,Yes,Yes,Yes
92556,Riverside,No,No,Yes,Yes,Yes
92557,Riverside,No,No,Yes,Yes,Yes
92561,Riverside,No,No,Yes,Yes,Yes
92562,Riverside,No,No,Yes,Yes,Yes
92563,Riverside,No,No,Yes,Yes,Yes
92564,Riverside,No,No,Yes,Yes,Yes
92567,Riverside,No,No,Yes,Yes,Yes
92570,Riverside,No,No,Yes,Yes,Yes
92571,Riverside,No,No,Yes,Yes,Yes
92572,Riverside,No,No,Yes,Yes,Yes
92581,Riverside,No,No,Yes,Yes,Yes
92582,Riverside,No,No,Yes,Yes,Yes
92583,Riverside,No,No,Yes,Yes,Yes
92584,Riverside,No,No,Yes,Yes,Yes
92585,Riverside,No,No,Yes,Yes,Yes
92586,Riverside,No,No,Yes,Yes,Yes
92587,Riverside,No,No,Yes,Yes,Yes
92589,Riverside,No,No,Yes,Yes,Yes
92590,Riverside,No,No,Yes,Yes,Yes
92591,Riverside,No,No,Yes,Yes,Yes
92592,Riverside,No,No,Yes,Yes,Yes
92593,Riverside,No,No,Yes,Yes,Yes
92595,Riverside,No,No,Yes,Yes,Yes
92596,Riverside,No,No,Yes,Yes,Yes
92599,Riverside,No,No,Yes,Yes,Yes
92860,Riverside,No,No,Yes,Yes,Yes
92877,Riverside,No,No,Yes,Yes,Yes
92878,Riverside,No,No,Yes,Yes,Yes
92879,Riverside,No,No,Yes,Yes,Yes
92880,Riverside,No,No,Yes,Yes,Yes
92881,Riverside,No,No,Yes,Yes,Yes
92882,Riverside,No,No,Yes,Yes,Yes
92883,Riverside,No,No,Yes,Yes,Yes
91701,San Bernardino,No,No,No,Yes,Yes
91708,San Bernardino,No,No,No,Yes,Yes
91709,San Bernardino,No,No,No,Yes,Yes
91710,San Bernardino,No,No,No,Yes,Yes
91729,San Bernardino,No,No,No,Yes,Yes
91730,San Bernardino,No,No,No,Yes,Yes
91737,San Bernardino,No,No,No,Yes,Yes
91739,San Bernardino,No,No,No,Yes,Yes
91743,San Bernardino,No,No,No,Yes,Yes
91758,San Bernardino,No,No,No,Yes,Yes
91759,San Bernardino,No,No,No,Yes,Yes
91761,San Bernardino,No,No,No,Yes,Yes
91762,San Bernardino,No,No,No,Yes,Yes
91763,San Bernardino,No,No,No,Yes,Yes
91764,San Bernardino,No,No,No,Yes,Yes
91784,San Bernardino,No,No,No,Yes,Yes
91785,San Bernardino,No,No,No,Yes,Yes
91786,San Bernardino,No,No,No,Yes,Yes
91798,San Bernardino,No,No,No,Yes,Yes
92242,San Bernardino,No,No,No,Yes,Yes
92252,San Bernardino,No,No,No,Yes,Yes
92256,San Bernardino,No,No,No,Yes,Yes
92267,San Bernardino,No,No,No,Yes,Yes
92268,San Bernardino,No,No,No,Yes,Yes
92277,San Bernardino,No,No,No,Yes,Yes
92278,San Bernardino,No,No,No,Yes,Yes
92280,San Bernardino,No,No,No,Yes,Yes
92284,San Bernardino,No,No,No,Yes,Yes
92285,San Bernardino,No,No,No,Yes,Yes
92286,San Bernardino,No,No,No,Yes,Yes
92301,San Bernardino,No,No,No,Yes,Yes
92304,San Bernardino,No,No,No,Yes,Yes
92305,San Bernardino,No,No,No,Yes,Yes
92307,San Bernardino,No,No,No,Yes,Yes
92308,San Bernardino,No,No,No,Yes,Yes
92309,San Bernardino,No,No,No,Yes,Yes
92310,San Bernardino,No,No,No,Yes,Yes
92311,San Bernardino,No,No,No,Yes,Yes
92312,San Bernardino,No,No,No,Yes,Yes
92313,San Bernardino,No,No,No,Yes,Yes
92314,San Bernardino,No,No,No,Yes,Yes
92315,San Bernardino,No,No,No,Yes,Yes
92316,San Bernardino,No,No,No,Yes,Yes
92317,San Bernardino,No,No,No,Yes,Yes
92318,San Bernardino,No,No,No,Yes,Yes
92321,San Bernardino,No,No,No,Yes,Yes
92322,San Bernardino,No,No,No,Yes,Yes
92323,San Bernardino,No,No,No,Yes,Yes
92324,San Bernardino,No,No,No,Yes,Yes
92325,San Bernardino,No,No,No,Yes,Yes
92326,San Bernardino,No,No,No,Yes,Yes
92327,San Bernardino,No,No,No,Yes,Yes
92329,San Bernardino,No,No,No,Yes,Yes
92331,San Bernardino,No,No,No,Yes,Yes
92332,San Bernardino,No,No,No,Yes,Yes
92333,San Bernardino,No,No,No,Yes,Yes
92334,San Bernardino,No,No,No,Yes,Yes
92335,San Bernardino,No,No,No,Yes,Yes
92336,San Bernardino,No,No,No,Yes,Yes
92337,San Bernardino,No,No,No,Yes,Yes
92338,San Bernardino,No,No,No,Yes,Yes
92339,San Bernardino,No,No,No,Yes,Yes
92340,San Bernardino,No,No,No,Yes,Yes
92341,San Bernardino,No,No,No,Yes,Yes
92342,San Bernardino,No,No,No,Yes,Yes
92344,San Bernardino,No,No,No,Yes,Yes
92345,San Bernardino,No,No,No,Yes,Yes
92346,San Bernardino,No,No,No,Yes,Yes
92347,San Bernardino,No,No,No,Yes,Yes
92350,San Bernardino,No,No,No,Yes,Yes
92352,San Bernardino,No,No,No,Yes,Yes
92354,San Bernardino,No,No,No,Yes,Yes
92356,San Bernardino,No,No,No,Yes,Yes
92357,San Bernardino,No,No,No,Yes,Yes
92358,San Bernardino,No,No,No,Yes,Yes
92359,San Bernardino,No,No,No,Yes,Yes
92363,San Bernardino,No,No,No,Yes,Yes
92364,San Bernardino,No,No,No,Yes,Yes
92365,San Bernardino,No,No,No,Yes,Yes
